| 188 | 38 |
| 189 | 39 |
| 190 | 39 |
| 191 | 41 |
| 192 | 41 |
| 193 | 40 |
| 194 | 43 |
| 195 | 44 |
| 196 | 40 |
| 197 | 41 |
| 198 | 41 |
| 199 | 39 |
| 200 | 40 |
| 201 | 39 |
| 202 | 38 |
| 203 | 40 |
| 204 | 40 |
| 205 | 42 |
| 206 | 41 |
| 207 | 41 |
| 208 | 43 |
| 209 | 41 |
| 210 | 42 |
| 211 | 43 |
| 212 | 42 |
| 213 | 45 |
| 214 | 37 |
| 215 | 42 |
| 216 | 43 |
| 217 | 40 |
| 218 | 40 |
| 219 | 43 |
| 220 | 40 |
| 221 | 42 |
| 222 | 39 |
| 223 | 42 |
| 224 | 42 |
| 225 | 40 |
| 226 | 39 |
| 227 | 42 |
| 228 | 39 |
| 229 | 40 |
| 230 | 40 |
| 231 | 40 |
| 232 | 42 |
| 233 | 39 |
| 234 | 43 |
| 235 | 40 |
| 236 | 42 |
| 237 | 43 |
| 238 | 43 |
| 239 | 40 |
| 240 | 41 |
| 241 | 39 |
| 242 | 44 |
| 243 | 37 |
| 244 | 39 |
| 245 | 43 |
| 246 | 40 |
| 247 | 39 |
| 248 | 38 |
| 249 | 42 |
| 250 | 40 |
| 251 | 40 |
| 252 | 40 |
| 253 | 40 |
| 254 | 37 |
| 255 | 40 |
| 256 | 41 |
| 257 | 37 |
| 258 | 38 |
| 259 | 39 |
| 260 | 40 |
| 261 | 39 |
| 262 | 40 |
| 263 | 41 |
| 264 | 37 |
| 265 | 44 |
| 266 | 39 |
| 267 | 38 |
| 268 | 49 |
| 269 | 40 |
| 270 | 41 |
| 271 | 43 |
| 272 | 40 |
| 273 | 41 |
| 274 | 41 |
| 275 | 39 |
| 276 | 39 |
| 277 | 44 |
| 278 | 37 |
| 279 | 40 |
| 280 | 36 |
| 281 | 49 |
| 282 | 41 |
| 283 | 38 |
| 284 | 42 |
| 285 | 41 |
| 286 | 39 |
| 287 | 38 |
| 288 | 42 |
| 289 | 43 |
| 290 | 39 |
| 291 | 42 |
| 292 | 46 |
| 293 | 40 |
| 294 | 38 |
| 295 | 40 |
| 296 | 41 |
| 297 | 40 |
| 298 | 46 |
| 299 | 42 |
| 300 | 41 |
| 301 | 42 |
| 302 | 41 |
| 303 | 40 |
| 304 | 40 |
| 305 | 41 |
| 306 | 38 |
| 307 | 41 |
| 308 | 42 |
| 309 | 39 |
| 310 | 45 |
| 311 | 39 |
| 312 | 38 |
| 313 | 43 |
| 314 | 40 |
| 315 | 38 |
| 316 | 41 |
| 317 | 42 |
| 318 | 43 |
| 319 | 43 |
| 320 | 42 |
| 321 | 42 |
| 322 | 43 |
| 323 | 45 |
| 324 | 43 |
| 325 | 39 |
| 326 | 42 |
| 327 | 44 |
| 328 | 39 |
| 329 | 40 |
| 330 | 40 |
| 331 | 43 |
| 332 | 39 |
| 333 | 37 |
| 334 | 43 |
| 335 | 39 |
| 336 | 39 |
| 337 | 44 |
| 338 | 41 |
| 339 | 42 |
| 340 | 44 |
| 341 | 40 |
| 342 | 38 |
| 343 | 41 |
| 344 | 39 |
| 345 | 39 |
| 346 | 40 |
| 347 | 39 |
| 348 | 42 |
| 349 | 43 |
| 350 | 40 |
| 351 | 41 |
| 352 | 43 |
| 353 | 42 |
| 354 | 43 |
| 355 | 38 |
| 356 | 39 |
| 357 | 44 |
| 358 | 41 |
| 359 | 41 |
| 360 | 41 |
| 361 | 43 |
| 362 | 41 |
| 363 | 37 |
| 364 | 42 |
| 365 | 43 |
| 366 | 38 |
| 367 | 39 |
| 368 | 39 |
| 369 | 42 |
| 370 | 39 |
| 371 | 43 |
| 372 | 41 |
| 373 | 40 |
| 374 | 37 |
| 375 | 42 |
| 376 | 37 |
| 377 | 45 |
| 378 | 43 |
| 379 | 39 |
| 380 | 39 |
| 381 | 40 |
| 382 | 40 |
| 383 | 39 |
| 384 | 38 |
| 385 | 37 |
| 386 | 39 |
| 387 | 41 |
| 388 | 46 |
| 389 | 40 |
| 390 | 44 |
| 391 | 40 |
| 392 | 41 |
| 393 | 38 |
| 394 | 39 |
| 395 | 44 |
| 396 | 40 |
| 397 | 39 |
| 398 | 43 |
| 399 | 44 |
| 400 | 41 |
| 401 | 39 |
| 402 | 38 |
| 403 | 39 |
| 404 | 39 |
| 405 | 39 |
| 406 | 38 |
| 407 | 40 |
| 408 | 38 |
| 409 | 41 |
| 410 | 39 |
| 411 | 42 |
| 412 | 44 |
| 413 | 39 |
| 414 | 42 |
| 415 | 42 |
| 416 | 41 |
| 417 | 40 |
| 418 | 40 |
| 419 | 38 |
| 420 | 41 |
| 421 | 38 |
| 422 | 41 |
| 423 | 40 |
| 424 | 41 |
| 425 | 39 |
| 426 | 42 |
| 427 | 45 |
| 428 | 42 |
| 429 | 40 |
| 430 | 36 |
| 431 | 39 |
| 432 | 40 |
| 433 | 42 |
| 434 | 41 |
| 435 | 38 |
| 436 | 43 |
| 437 | 39 |
| 438 | 41 |
| 439 | 41 |
| 440 | 38 |
| 441 | 39 |
| 442 | 41 |
| 443 | 41 |
| 444 | 40 |
| 445 | 45 |
| 446 | 39 |
| 447 | 38 |
| 448 | 39 |
| 449 | 40 |
| 450 | 42 |
| 451 | 40 |
| 452 | 40 |
| 453 | 38 |
| 454 | 44 |
| 455 | 40 |
| 456 | 43 |
| 457 | 42 |
| 458 | 40 |
| 459 | 43 |
| 460 | 41 |
| 461 | 41 |
| 462 | 41 |
| 463 | 40 |
| 464 | 40 |
| 465 | 45 |
| 466 | 41 |
| 467 | 50 |
| 468 | 41 |
| 469 | 41 |
| 470 | 38 |
| 471 | 40 |
| 472 | 41 |
| 473 | 42 |
| 474 | 39 |
| 475 | 39 |
| 476 | 42 |
| 477 | 39 |
| 478 | 40 |
| 479 | 39 |
| 480 | 38 |
| 481 | 43 |
| 482 | 38 |
| 483 | 39 |
| 484 | 40 |
| 485 | 40 |
| 486 | 42 |
| 487 | 39 |
| 488 | 45 |
| 489 | 45 |
| 490 | 43 |
| 491 | 40 |
| 492 | 42 |
| 493 | 39 |
| 494 | 42 |
| 495 | 40 |
| 496 | 40 |
| 497 | 42 |
| 498 | 41 |
| 499 | 45 |
| 500 | 41 |
| 501 | 39 |
| 502 | 42 |
| 503 | 37 |
| 504 | 42 |
| 505 | 37 |
| 506 | 37 |
| 507 | 38 |
| 508 | 39 |
| 509 | 41 |
| 510 | 37 |
| 511 | 41 |
| 512 | 40 |
| 513 | 43 |
| 514 | 42 |
| 515 | 37 |
| 516 | 40 |
| 517 | 38 |
| 518 | 38 |
| 519 | 38 |
| 520 | 40 |
| 521 | 41 |
| 522 | 39 |
| 523 | 42 |
| 524 | 42 |
| 525 | 43 |
| 526 | 42 |
| 527 | 43 |
| 528 | 39 |
| 529 | 40 |
| 530 | 40 |
| 531 | 39 |
| 532 | 43 |
| 533 | 45 |
| 534 | 39 |
| 535 | 41 |
| 536 | 42 |
| 537 | 37 |
| 538 | 39 |
| 539 | 41 |
| 540 | 41 |
| 541 | 40 |
| 542 | 40 |
| 543 | 39 |
| 544 | 42 |
| 545 | 42 |
| 546 | 37 |
| 547 | 45 |
| 548 | 40 |
| 549 | 42 |
| 550 | 39 |
| 551 | 43 |
| 552 | 43 |
| 553 | 41 |
| 554 | 36 |
| 555 | 40 |
| 556 | 41 |
| 557 | 42 |
| 558 | 41 |
| 559 | 38 |
| 560 | 43 |
| 561 | 40 |
| 562 | 46 |
| 563 | 38 |
| 564 | 40 |
| 565 | 38 |
| 566 | 38 |
| 567 | 38 |
| 568 | 38 |
| 569 | 39 |
| 570 | 45 |
| 571 | 40 |
| 572 | 41 |
| 573 | 39 |
| 574 | 43 |
| 575 | 42 |
| 576 | 41 |
| 577 | 40 |
| 578 | 41 |
| 579 | 38 |
| 580 | 39 |
| 581 | 40 |
| 582 | 42 |
| 583 | 38 |
| 584 | 37 |
| 585 | 41 |
| 586 | 40 |
| 587 | 39 |
| 588 | 40 |
| 589 | 39 |
| 590 | 44 |
| 591 | 41 |
| 592 | 40 |
| 593 | 45 |
| 594 | 42 |
| 595 | 46 |
| 596 | 42 |
| 597 | 39 |
| 598 | 40 |
| 599 | 39 |
| 600 | 42 |
| 601 | 39 |
| 602 | 42 |
| 603 | 42 |
| 604 | 43 |
| 605 | 47 |
| 606 | 45 |
| 607 | 43 |
| 608 | 41 |
| 609 | 43 |
| 610 | 38 |
| 611 | 37 |
| 612 | 40 |
| 613 | 42 |
| 614 | 40 |
| 615 | 40 |
| 616 | 50 |
| 617 | 37 |
| 618 | 45 |
| 619 | 41 |
| 620 | 37 |
| 621 | 44 |
| 622 | 42 |
| 623 | 39 |
| 624 | 39 |
| 625 | 41 |
| 626 | 47 |
| 627 | 39 |
| 628 | 38 |
| 629 | 39 |
| 630 | 39 |
| 631 | 41 |
| 632 | 38 |
| 633 | 39 |
| 634 | 41 |
| 635 | 41 |
| 636 | 39 |
| 637 | 39 |
| 638 | 37 |
| 639 | 41 |
| 640 | 42 |
| 641 | 40 |
| 642 | 37 |
| 643 | 41 |
| 644 | 40 |
| 645 | 43 |
| 646 | 41 |
| 647 | 42 |
| 648 | 40 |
| 649 | 40 |
| 650 | 42 |
| 651 | 46 |
| 652 | 42 |
| 653 | 39 |
| 654 | 42 |
| 655 | 42 |
| 656 | 43 |
| 657 | 39 |
| 658 | 40 |
| 659 | 40 |
| 660 | 40 |
| 661 | 38 |
| 662 | 40 |
| 663 | 41 |
| 664 | 40 |
| 665 | 44 |
| 666 | 40 |
| 667 | 48 |
| 668 | 42 |
| 669 | 42 |
| 670 | 41 |
| 671 | 41 |
| 672 | 40 |
| 673 | 46 |
| 674 | 39 |
| 675 | 42 |
| 676 | 40 |
| 677 | 38 |
| 678 | 39 |
| 679 | 47 |
| 680 | 40 |
| 681 | 43 |
| 682 | 39 |
| 683 | 46 |
| 684 | 46 |
| 685 | 40 |
| 686 | 40 |
| 687 | 40 |
| 688 | 38 |
| 689 | 39 |
| 690 | 42 |
| 691 | 39 |
| 692 | 41 |
| 693 | 41 |
| 694 | 43 |
| 695 | 39 |
| 696 | 43 |
| 697 | 43 |
| 698 | 39 |
| 699 | 38 |
| 700 | 40 |
| 701 | 40 |
| 702 | 40 |
| 703 | 45 |
| 704 | 37 |
| 705 | 44 |
| 706 | 39 |
| 707 | 43 |
| 708 | 41 |
| 709 | 42 |
| 710 | 39 |
| 711 | 43 |
| 712 | 44 |
| 713 | 38 |
| 714 | 39 |
| 715 | 42 |
| 716 | 42 |
| 717 | 40 |
| 718 | 37 |
| 719 | 41 |
| 720 | 43 |
| 721 | 41 |
| 722 | 43 |
| 723 | 39 |
| 724 | 39 |
| 725 | 41 |
| 726 | 39 |
| 727 | 38 |
| 728 | 40 |
| 729 | 44 |
| 730 | 40 |
| 731 | 38 |
| 732 | 41 |
| 733 | 44 |
| 734 | 36 |
| 735 | 40 |
| 736 | 40 |
| 737 | 41 |
| 738 | 40 |
| 739 | 42 |
| 740 | 42 |
| 741 | 41 |
| 742 | 39 |
| 743 | 39 |
| 744 | 42 |
| 745 | 40 |
| 746 | 40 |
| 747 | 41 |
| 748 | 39 |
| 749 | 40 |
| 750 | 40 |
| 751 | 41 |
| 752 | 43 |
| 753 | 38 |
| 754 | 42 |
| 755 | 39 |
| 756 | 42 |
| 757 | 37 |
| 758 | 40 |
| 759 | 44 |
| 760 | 38 |
| 761 | 40 |
| 762 | 41 |
| 763 | 40 |
| 764 | 41 |
| 765 | 38 |
| 766 | 41 |
| 767 | 38 |
| 768 | 37 |
| 769 | 39 |
| 770 | 43 |
| 771 | 40 |
| 772 | 41 |
| 773 | 40 |
| 774 | 42 |
| 775 | 39 |
| 776 | 38 |
| 777 | 41 |
| 778 | 40 |
| 779 | 41 |
| 780 | 38 |
| 781 | 42 |
| 782 | 43 |
| 783 | 43 |
| 784 | 42 |
| 785 | 44 |
| 786 | 36 |
| 787 | 41 |
| 788 | 38 |
| 789 | 40 |
| 790 | 42 |
| 791 | 42 |
| 792 | 38 |
| 793 | 39 |
| 794 | 44 |
| 795 | 42 |
| 796 | 40 |
| 797 | 41 |
| 798 | 39 |
| 799 | 40 |
| 800 | 39 |
| 801 | 42 |
| 802 | 41 |
| 803 | 40 |
| 804 | 37 |
| 805 | 39 |
| 806 | 39 |
| 807 | 40 |
| 808 | 39 |
| 809 | 40 |
| 810 | 38 |
| 811 | 40 |
| 812 | 37 |
| 813 | 42 |
| 814 | 41 |
| 815 | 40 |
| 816 | 42 |
| 817 | 41 |
| 818 | 37 |
| 819 | 38 |
| 820 | 44 |
| 821 | 45 |
| 822 | 38 |
| 823 | 41 |
| 824 | 42 |
| 825 | 38 |
| 826 | 40 |
| 827 | 39 |
| 828 | 41 |
| 829 | 43 |
| 830 | 41 |
| 831 | 41 |
| 832 | 40 |
| 833 | 42 |
| 834 | 43 |
| 835 | 44 |
| 836 | 46 |
| 837 | 41 |
| 838 | 42 |
| 839 | 42 |
| 840 | 39 |
| 841 | 38 |
| 842 | 40 |
| 843 | 39 |
| 844 | 43 |
| 845 | 45 |
| 846 | 42 |
| 847 | 42 |
| 848 | 39 |
| 849 | 41 |
| 850 | 42 |
| 851 | 43 |
| 852 | 42 |
| 853 | 43 |
| 854 | 43 |
| 855 | 40 |
| 856 | 39 |
| 857 | 39 |
| 858 | 43 |
| 859 | 42 |
| 860 | 41 |
| 861 | 45 |
| 862 | 43 |
| 863 | 37 |
| 864 | 42 |
| 865 | 39 |
| 866 | 40 |
| 867 | 41 |
| 868 | 42 |
| 869 | 41 |
| 870 | 43 |
| 871 | 40 |
| 872 | 43 |
| 873 | 41 |
| 874 | 41 |
| 875 | 41 |
| 876 | 40 |
| 877 | 40 |
| 878 | 47 |
| 879 | 42 |
| 880 | 41 |
| 881 | 40 |
| 882 | 39 |
| 883 | 41 |
| 884 | 37 |
| 885 | 39 |
| 886 | 46 |
| 887 | 42 |
| 888 | 42 |
| 889 | 38 |
| 890 | 40 |
| 891 | 38 |
| 892 | 40 |
| 893 | 39 |
| 894 | 40 |
| 895 | 41 |
| 896 | 42 |
| 897 | 42 |
| 898 | 39 |
| 899 | 44 |
| 900 | 43 |
| 901 | 41 |
| 902 | 43 |
| 903 | 40 |
| 904 | 39 |
| 905 | 36 |
| 906 | 38 |
| 907 | 37 |
| 908 | 37 |
| 909 | 37 |
| 910 | 40 |
| 911 | 37 |
| 912 | 41 |
| 913 | 40 |
| 914 | 47 |
| 915 | 39 |
| 916 | 40 |
| 917 | 41 |
| 918 | 42 |
| 919 | 40 |
| 920 | 44 |
| 921 | 42 |
| 922 | 44 |
| 923 | 40 |
| 924 | 44 |
| 925 | 39 |
| 926 | 40 |
| 927 | 39 |
| 928 | 39 |
| 929 | 45 |
| 930 | 40 |
| 931 | 42 |
| 932 | 41 |
| 933 | 42 |
| 934 | 41 |
| 935 | 44 |
| 936 | 42 |
| 937 | 39 |
| 938 | 39 |
| 939 | 40 |
| 940 | 41 |
| 941 | 40 |
| 942 | 40 |
| 943 | 38 |
| 944 | 43 |
| 945 | 40 |
| 946 | 44 |
| 947 | 39 |
| 948 | 38 |
| 949 | 46 |
| 950 | 37 |
| 951 | 41 |
| 952 | 42 |
| 953 | 40 |
| 954 | 40 |
| 955 | 37 |
| 956 | 38 |
| 957 | 41 |
| 958 | 39 |
| 959 | 43 |
| 960 | 38 |
| 961 | 40 |
| 962 | 38 |
| 963 | 37 |
| 964 | 39 |
| 965 | 42 |
| 966 | 38 |
| 967 | 39 |
| 968 | 38 |
| 969 | 38 |
| 970 | 46 |
| 971 | 38 |
| 972 | 39 |
| 973 | 40 |
| 974 | 37 |
| 975 | 43 |
| 976 | 37 |
| 977 | 39 |
| 978 | 42 |
| 979 | 39 |
| 980 | 38 |
| 981 | 40 |
| 982 | 39 |
| 983 | 41 |
| 984 | 40 |
| 985 | 38 |
| 986 | 43 |
| 987 | 40 |
| 988 | 43 |
| 989 | 44 |
| 990 | 39 |
| 991 | 40 |
| 992 | 44 |
| 993 | 41 |
| 994 | 48 |
| 995 | 40 |
| 996 | 40 |
| 997 | 38 |
| 998 | 42 |
| 999 | 39 |
